City,Tags,State,Old_age,Young_age,link 1,Avg Expense Per Day,historical & heritage,city,pilgrimage,hill station,beach,lake & backwater,adventure / trekking,wildlife,waterfall,nature & scenic,keys,description
Panchgani,Hill Station | Nature & Scenic,Maharashtra,0,1,https://www.holidify.com/places/panchgani/,4101,0,0,0,1,0,0,0,0,0,1,panchgani,"  Deriving its name from the five hills surrounding it, Panchgani is a popular hill station near Mahabaleshwar in Maharashtra, famous for its various sunset and sunrise points and scenic valley view. Located at an altitude of 1,334 mts, Panchgani is also known as Paachgani as the five hills that form the Sahyadri mountain ranges offer Panchgani its name. The picturesque backdrop of hills on one side and coastal plains on the other makes for an amazing view. In the British era, the place was treated as a summer resort and hence many colonial period establishments can be seen here. Mahabaleshwar is like a twin city to Panchgani.Other than the verdant green valleys, and soothing environment, the red, juicy strawberries are a major attraction of Panchgani. Rightly known as the ‘Strawberry Garden of India’, the farms of Panchgani are full of enchanting views of luscious berries, especially during February and March. "
Panchmarhi Hills,Hill Station | Nature & Scenic,Madhya Pradesh,0,1,https://www.holidify.com/places/pachmarhi/,5484,0,0,0,1,0,0,0,0,0,1,pachmarhi,"  Pachmarhi is the only hill station and is the highest point in Madhya Pradesh. Pachmarhi is also often known as ""Satpura ki Rani"" or the ""Queen of the Satpura Range"". Situated at an altitude of 1,067 metres, the picturesque town is a part of UNESCO Biosphere Reserve, home to leopards and bison. Five sandstone cut caves on the hilltop are believed to be the spot where Pandavas stayed in Pachmarhi during their exile, making it a popular spot among religious tourists. Being at an elevated height and surrounded by bewitching forests of the Satpuras with the streams and waterfalls, Pachmarhi is a perfect weekend getaway from the nearby cities of Madhya Pradesh and Maharashtra. Since the town was discovered and developed in modern times by Captain James Forsyth of the British Army, it houses charming churches built in colonial style architecture."
Coonoor,Hill Station | Nature & Scenic,Tamil Nadu,0,1,https://www.holidify.com/places/coonoor/,4076,0,0,0,1,0,0,0,0,0,1,coonoor,"  One of the three beautiful Nilgiri hill stations, Coonoor is the second largest hill station of the Western Ghats. It is situated at an altitude of 1930 meters and just 19 km from Ooty. With slopes of tea plantations, dotted with many attractions and blessed with chilly weather throughout the year, this place is a perfect summer retreat.  Coonoor is a delightful location to have a panoramic view of the Nilgiri Hills and Catherine Falls. It is a dreamy destination for its rich greenery, the manicured hills, the Colonial culture and amazing sceneries. Coonoor also has some heritage homes and guesthouses admits the hills that's perfect for a vacation or a staycation. "
Lakshadweep Island,Beach | Lake & Backwater,Lakshadweep Island,1,1,https://www.holidify.com/places/lakshadweep-islands/,3500,0,0,0,0,1,1,0,0,0,0,lakshadweep-islands,"  Formerly known as Laccadive Islands, Lakshadweep translates to 'one hundred thousand islands' in Malayalam. Home to a few of the most beautiful and exotic islands and beaches of India, Lakshadweep lies 400km off the southwest coast of the Arabian Sea. The smallest union territory of India has only 36 islands having a total area of 32 sq. kilometres. It's made up of 12 atolls, 3 reefs and 5 submerged banks out of which ten Islands are inhabited.  Lakshadweep is typically accessed from Kochi (Kerala) and a permit is required to visit Lakshadweep for all tourists (including Indians). After permit, Indians are permitted to visit all islands, however, even after permit, foreigners are permitted to just visit Agatti, Bangaram and Kadmat Islands. Permits can be obtained from Kochi itself.Perhaps the charm of Lakshadweep islands lies in their remoteness. Far off the beaten track, they attract no hordes of merrymakers to their shores. The islands, though all equally mystical and beautiful, each offers a unique blend of tourist spots. Some islands have been promoted for diving and water sports, still, others have been developed so that people enjoy the charm of relaxation."
Kalimpong,Hill Station,West Bengal,1,1,https://www.holidify.com/places/kalimpong/,2102,0,0,0,1,0,0,0,0,0,0,kalimpong,"  Kalimpong is a virgin hill station in West Bengal renowned for its panoramic valley views, Buddhists monasteries and churches and Tibetan handicrafts etc. 50 minutes east ofÊDarjeeling, Kalimpong is a hill station on the foothills of Shivalik ranges at an altitude of 1250 m overlooking the Teesta Valley. People say that the area was ruled by Bhutanese kings and was a forward post of the Bhutanese Army till the 19th century. Dotted with ancient Buddhist monasteries, centuries old churches and exquisite revered temples Kalimpong marks the Bhutanese history till it was wrested by British rulers. The Jang Dong Palriffo Brang (Monastery), Thongsa Gompa (Bhutanese Monastery) are some famous places to visit. Also make sure to visit the flower markets famous for its orchids and lovely bright flowers."
Kurseong,Hill Station | Nature & Scenic,West Bengal,0,1,https://www.holidify.com/places/kurseong/,2508,0,0,0,1,0,0,0,0,0,1,kurseong,"  Also known as the 'Land of White Orchids', Kurseong is a hill station located close to Darjeeling famous for its waterfalls, temples and Buddhist gompas apart from the excellent view that the place provides. Perched on the Siliguri-Darjeeling highway, Kurseong is a quiet hill station. Kurseong enjoys milder and pleasant weather most times of the year. During the monsoon season the rain-gods are more than generous as the town receives non-stop rains for days. The rains are in fact much needed for the flora and fauna of the area. Kurseong, the 'Land of White Orchids', gets its name from the flowers found in abundance on its hill-slopes. It's difficult not to fall in love with the view of tea plantations, lush green forests in the panoramic setting of snow-clad mountains. At sunset, you can see an amalgamation of the most beautiful colors in the sky. You can see the British remnants in the form of churches and school in the town. This small hill-town makes for a great stopover for tourists looking for a more peaceful alternative to Darjeeling."
Lucknow,Historical & Heritage | City,Uttar Pradesh,1,1,https://www.holidify.com/places/lucknow/,2267,1,1,0,0,0,0,0,0,0,0,lucknow,"  The capital and the largest city of Uttar Pradesh, Lucknow, situated on the banks of river Gomti, welcomes you with a heartwarming note of ""Muskuraiyein, kyunki aap Lucknow mein hai"". A city of kebabs and nawabs, of architecture and history, of literature and culture – that is Lucknow in a nutshell for you. From a slice of rich colonial history to modernized museums, this artistic hub of Awadh region beautifully brings together the opulence of a glittering past and the simplicity of a modern city. Rumi Darwaza, the Mughal Gateway built in the centre of the capital divides Lucknow into 'Old Lucknow' which is ancient, and more crowded, and the 'New Lucknow' which is urban and one of the most planned cities of Asia. Most of Old Lucknow is well-known for its bustling vibrant streets, authentic, mouth-watering kebab and biriyani outlets, lakhnavi chikan market, and the wholesale jewellery stores.New Lucknow, on the other hand, hosts people of varied cultures and is structurally planned with wide roads, shopping malls and parks built to serve diverse entertainment purposes. The most famous among these parks are the Ambedkar Park and the Gomti Riverfront Park, both ideal places for visiting and strolling around with friends and family in the evening. Hazratganj, a major shopping area located in the heart of Lucknow, is famous for its 'chaat' and 'kulfi' eateries, posh Mughlai restaurants, and various shopping complexes. All the buildings in Hazratganj have a distinct Victorian architecture, and you can shop for literally anything – starting from inexpensive accessories and trinkets to high-end clothes, shoes and jewellery. The people of Lucknow are known for their courtly manners and endearing 'pehle aap' (you first) culture, which always leaves behind a smile on the faces of its visitors. "
Dudhwa National Park,Wildlife,Uttar Pradesh,1,0,https://www.holidify.com/places/dudhwa-national-park/,3000,0,0,0,0,0,0,0,1,0,0,dudhwa-national-park,"  Nestled in the Lakhimpur-Kheri District of Uttar Pradesh on Indo-Nepal border, Dudhwa National Park is all about wildlife, nature and diversity and is a perfect getaway for nature buffs and wildlife lovers. The place inhabits plethora of rare and endangered species including Tiger, Hispid hare, Swamp deer, Bengal Florican and Leopard etc. Dudhwa Tiger Reserve is one of the finest tiger reserves where one can also witness the spellbinding herds of Barasingha in the grassy wetlands. The place is not only home to animals but also varied species of birds nearing 400 that will leave you enchanted. From bulbuls, kingfishers and woodpeckers to owls, barbets, orioles and bee eaters, the place is home to several exotic and migratory birds. With stupefying diversity, this incredible natural abode for birds and animals will be nothing short of bewitching experience.The national park do have their own arrangements for safari, however you can hire jeeps or mini buses from outside to explore the wilderness and diversity of the area. Elephant ride is another option where elephant mahouts also act as your tour guide."
Prayagraj,Pilgrimage,Uttar Pradesh,1,0,https://www.holidify.com/places/allahabad/,1604,0,0,1,0,0,0,0,0,0,0,allahabad,"  Allahabad,  now officially known as Prayagraj, is a city located in the Indian state of Uttar Pradesh. Reminiscent of all that is spiritual and sacred in Hinduism, Allahabad is famous for Triveni Sangam or the meeting point of three rivers - the Ganga, the Yamuna, and the Saraswati. Built on the site of the ancient town of Prayag, Allahabad has, since time immemorial, held the largest Hindu gathering on the banks of the Sangam - the Maha Kumbh Mela. While the Sangam city is often passed over for more travel-friendly cities, there is a lot to Allahabad besides just its religion. Prayag or Prayagraj had been the ancient name of the city of Allahabad. Pra means “first” and Yag means “devotion”. Prayag also signifies the coming together of rivers Ganga, Yamuna and Saraswati. After the Mughal invasion, Emperor Akbar, impressed by the location named the city Ilahabas which meant “Abode of God”. Emperor Shah Jahan, his grandson, renamed the city to Allahabad.One of the top places to visit in Allahabad, if you’re spiritually inclined (and even if you’re not because this place deserves a visit), Triveni Sangam is a place bustling with tourists and locals all year round. The Maha Kumbh Mela is a religious occasion that is held here every twelve years and is attended by millions of pilgrims from all across the globe. The Allahabad Fort is another monument of historical significance and is a heritage site recognized by the UNESCO. Built during the reign of Akbar, this fort is also a fine example of the curation and craftsmanship of the Mughal era.Other popular places to visit in Allahabad include the Anand Bhavan, All Saints Cathedral, Chandra Shekhar Azad Park, and Allahabad Museum. Allahabad finds its mention in Hindu Scripture Mahabharata as Kaushambi, the place which Kuru rulers of Hastinapur made their capital. It was also a provincial capital of Mughals under the rule of Jahangir. The places ooze heritage, history, and stories galore, and once you visit, you will definitely have seen Allahabad differently for having travelled to and through it."
Warangal,Historical & Heritage |  Nature & Scenic,Telangana,1,1,https://www.holidify.com/places/warangal/,1202,1,0,0,0,0,0,0,0,0,1,warangal,  Warangal takes you back to the era of kings and queens with its beautiful historical sites and an impressive natural beauty with Parkhal Lake being worth checking out. The Warangal city is credited as the fifth largest city in this state. The legends have it that it was known as Oruguallu or Omtikonda or Ekasilanagaram mainly due to the existence of a huge hillock which seemed to have been carved out entirely off one stone. Warangal takes you back to the era of kings and queens with its beautiful historical sites. Warangal natural beauty is no less impressive and the Parkhal Lake and wildlife sanctuaries are also definitely worth checking out. Warangal also houses a National Institute of Technology(NIT) which has made it a famous student hub today.
Chopta,Hill Station | Adventure / Trekking | Nature & Scenic,Uttarakhand,1,1,https://www.holidify.com/places/chopta/,2512,0,0,0,1,0,0,1,0,0,1,chopta,"  Chopta, a small hamlet located in Uttarakhand, is a trekker's heaven. The base camp of treks like Tugnanath, Deoria Tal and Chandrashila, Chopta is an ideal destination for intermediate trekkers to go on a guided trek and brush up their skills. Chopta promises a life-altering expansion of your boundaries. The third temple of Panch Kedar is located in Tugnanath, around 3.5 km away from Chopta. Camping in the open grassy meadows of Chopta that slopes on softly, among alpine, pine, deodar and rhododendron trees is soul-fulfilling. The snow-covered peaks of Trishul, Nanda Devi and Chaukhambha dominate the panoramic views seen in Chopta."
Kanatal,Hill Station | Nature & Scenic,Uttarakhand,0,1,https://www.holidify.com/places/kanatal/,2648,0,0,0,1,0,0,0,0,0,1,kanatal,"  Once a deserted land, today Kanatal is a usual haunt for those travelers who seek peace and solitude. Kanatal is said to be named after a lake that once existed there. Apart from peace, the place exhibits a charm in form of majestic hills, fruit trees, apple orchards and lush green forests. This quaint hamlet sprinkled with plethora of wild flowers and small temples lies in the proximity to other major hill stations of the state like Dehradun (78 kms), Chamba (12 kms ahead) and Mussoorie (33 kms). Perched at the height of 8500 ft above the sea level, the salubrious weather and the untouched beauty of this place is well connected via well maintained roads unlike its other counterparts."
Lepakshi,Pilgrimage | Historical & Heritage,Andhra Pradesh,1,0,https://www.holidify.com/places/lepakshi/,2815,1,0,1,0,0,0,0,0,0,0,lepakshi,"  Lepakshi is a small quaint village with a trail of several great kingdoms that once ruled the area. Located in the Anantpur district of Andhra Pradesh, Lepakshi is located at a distance of 120 km from Bangalore making it a great choice for one day trip. Founded in 1535 AD by Maharaja Aliya Rama Raya of the Vijayanagara empire, Lepakshi is a trove of several fascinating archaeological sites, beautiful ancient temples and rich culture. Each structure narrating a story of its own, this enchanting village also derives its name from Sanskrit language meaning 'rise o bird' and has folklore attached to it. Locals believe that according to the legend of Ramayana, Jatayu fell in Lepakshi after getting injured by Ravana. The village is most famous as being home to the Lepakshi Temple - known for the stunning Vijaynagar style of architecture and hanging pillars.A magnificent example of timeless art and architecture, the temples of Lepakshi celebrate the might of Lord Shiva, Vishnu and Veerabhadra. Apart from richly carved temples with inscriptions in Kannada and hanging pillar, the most striking feature of Lepakshi is the largest monolithic idol of Nandi Bull in the entire subcontinent made of granite. "
Ziro,Nature & Scenic ,Arunanchal Pradesh,1,1,https://www.holidify.com/places/ziro/,2723,0,0,0,0,0,0,0,0,0,1,ziro,"  The cradle to a unique tribal group and a balmy climate, Ziro is the peace seeker's paradise. Ziro is a quaint old town in Arunachal Pradesh, home to the Apa Tani tribe and famous for its pine hills and rice fields. Ziro is a quaint old town in Arunachal Pradesh, home to the Apa Tani tribe and famous for its pine hills and rice fields. The climate in Ziro is mild through the year, making it comfortable to travel all year round."
Mawsynram,Hill Station | Nature & Scenic,Meghalaya,0,1,https://www.holidify.com/places/mawsynram/,2897,0,0,0,1,0,0,0,0,0,1,mawsynram,"  Acknowledged as the wettest place in the world, the mesmerizing village of Mawsynram, located 61 kms south of Shillong is a nature lover's delight and the perfect destination for a weekend trip. Mawsynram trounces Cherrapunjee by a slight margin in being the wettest place in India. The 'Maw' in Mawsynram is a Khasi word meaning 'stone'. It symbolizes the unique megaliths unearthed in the Khasi Hill area. The village is well known for its huge formation of a stalagmite, which takes after the shape of a 'Shivling'. Located in the East Khasi Hill district of Meghalaya, Mawsynram is 1400 m above sea level. The rains are so powerful in Mawsynram that the local villagers have to make use of thick grass to sound-proof their homes from the thunderous rain."
Kinnaur,Hill Station | Nature & Scenic,Himachal Pradesh,1,1,https://www.holidify.com/places/kinnaur/,3575,0,0,0,1,0,0,0,0,0,1,kinnaur,"  One of the twelve districts of Himachal Pradesh, Kinnaur is located on the Indo-Tibet border. Situated at a distance of 235 km from Shimla, Kinnaur hosts the views of Zanskar Valley, snow-draped Dhauladar range, Chitkul - The last village on the indo-Tibet border and have Satluj, Baspa and Spiti rivers meandering through it. Also known as ""Land of God"", the most important attraction of Kinnaur district is the religious ""Shiva Lingam"", the representation of Lord Shiva and the mesmerising rock formations change its colours several times during the day. There are old Buddhist monasteries and temples in the vicinity which hold particular importance and are revered by Buddhists. Apart from religion, Kinnaur also has a vast scope in adventure sports like trekking and skiing. There are about nine known routes for trekking and some which are five days or six-day trips. Kinnaur is well known for its delicious apples, Chilgoza, handlooms and handicrafts materials. The valleys of Kinnaur are also one of the most sought after camping destinations in India, Sangla Valley. Apple orchards camps, camping on the river Baspa and Satluj are some of the scenic destinations to pitch your tents for an amazing camping experience."
Jabalpur,Pilgrimage | City,Madhya Pradesh,1,0,https://www.holidify.com/places/jabalpur/,1607,0,1,1,0,0,0,0,0,0,0,jabalpur,"  Jabalpur is an ancient city located on the shores of river Narmada in Madhya Pradesh. An industrial city, Jabalpur is now gaining popularity as a tourist destination because of its splendid ghats, the 98-foot high Dhuandhar waterfall, marble art, and historical and cultural structures. The Bhedaghat-Marble Rocks and Dhuandhar Falls are the most prominent tourist attractions in Jabalpur. Apart from this, the 17th-century Madan Mahal Fort situated near Narmada river and the famous Chausath Yogini Temple located near Roopnath are must-visits. Besides them, Balancing Rock is another site which is must-see for tourists in Jabalpur. A bustling city with modern amenities, it is home to varied working-class people and some British architecture along with beautiful natural landscapes. Kanha National Park and Bandhavgarh National Park are also nearby making Jabalpur a central location to visit these wildlife locations."
Khajjar,Hill Station | Nature & Scenic,Himachal Pradesh,0,1,https://www.holidify.com/places/khajjiar/,3528,0,0,0,1,0,0,0,0,0,1,khajjiar,"  Often referred to as 'mini-Switzerland of India', Khajjiar is a small town near Dalhousie which provides tourists a unique combination of forests, lakes and pastures. The mesmerising beauty of this place has greatly influenced and inspired many kingdoms throughout the years, including the Rajputs and Mughals. Located at an altitude of 6,500 feet, the natural beauty and picturesque landscape of this place are bound to leave an everlasting impression on a tourist. Khajjiar is known for its nine-hole golf-course which is nestled in the midst of lush greenery and a breathtaking landscape. Khajjiar is a small plateau which also has a small lake which is one of the most favored tourist spots in this town. Khajjiar is surrounded by green meadows and dense forests and it is also known for its beautiful temples. This region also attracts adventure seekers and has a lot of options in adventure sports like paragliding, horse riding, zorbing, trekking etc. Khajjiar is a must visit place for everyone coming to Dalhousie and its nearby regions. However, the way to Khajjiar can be closed sometimes during winters because of heavy snowfall."
Orchha,Historical & Heritage | Pilgrimage,Madhya Pradesh,1,0,https://www.holidify.com/places/orchha/,1304,1,0,1,0,0,0,0,0,0,0,orchha,"  Orchha is a historical town located on the banks of river Betwa in Madhya Pradesh, known for its grand palaces, and intricately carved temples. Famously known as the city of palaces, it is world-renowned for the classic mural paintings, frescos and Chhatris (cenotaphs) that were constructed to commemorate the Bundela rulers. Orchha's old-world charm casts a spell on tourists from all around the world. Founded in 1501 by Bundela Rajput Chief, Orchha literally means 'a hidden place'. It was the capital of one of the most powerful dynasties to ever rule in India- the Bundelas. The major attractions in Orchha include Ram Raja Temple (the only place where Lord Ram is worshipped both as a God and a king), Laxmi Narayan Temple (known for its unique architecture which is a melange of a fort and a temple), and the Jahangir Mahal (built in hour of Mughal emperor Jahangir). The medieval architecture of Orchha's palaces and temples is a visual delight for photographers."
Idukki,Wildlife | Nature & Scenic,Kerala,1,1,https://www.holidify.com/places/idukki/,3016,0,0,0,0,0,0,0,1,0,1,idukki,"  Idukki, a landlocked district of Kerala, is one of the most nature-rich areas in Kerala with more than half of the area covered with forest. This rugged hill resort is known for its wildlife sanctuaries, beautiful bungalows, tea factories, rubber plantations and forests. Idukki's speciality lies in 650 feet long and 550 feet high arch dam across the Kuravan Kurathi mountain, which is the largest in the country. Anamudi, which is the highest peak in India, south of the Himalayas, is also located in Idukki. Idukki is one of the districts in the state that has abundant scope for promotion of eco-tourism if proper infrastructure and promotional activities are provided."
Chikhaldara,Hill Station | Nature & Scenic,Maharashtra,1,1,https://www.holidify.com/places/chikhaldara/,1913,0,0,0,1,0,0,0,0,0,1,chikhaldara,"  The scent of coffee enchants you as you enter the hill station city of Chikhaldara in the state of Maharashtra. Being the only coffee growing area in the region, Chikhaldara also boasts of beautiful lakes, breathtaking panoramic viewpoints and exotic wildlife. At an altitude of 1118 m, Chikhaldara is one of the most favourite summer retreats among the nearby and far. It has a large number of attractions to offer and is mostly one of the best places to visit if you are in search of time to be one with nature."
Badami,Historical & Heritage | Pilgrimage,Karnataka,1,0,https://www.holidify.com/places/badami/,2695,1,0,1,0,0,0,0,0,0,0,badami,"  Located in a valley of rugged red sandstone, surrounding the Agastya Lake, Badami (formerly known as Vatapi) is an archaeological delight owing to its beautifully crafted sandstone cave temples, fortresses and carvings. Located in the Bagalkot district in Karnataka, Badami is part of the UNESCO World Heritage Sites that constitute Aihole-Badami-Pattadakal and is the finest example of traditional temple architecture in India.  Once the royal capital of the Chalukyas, Badami is home to a number of examples of Dravidian architecture which have instances of both South and North Indian styles of architecture. There are three Hindu Temples and one Jain Temple in Badami Caves. Rock climbing is a popular activity here for people looking for some adventure too. "
Thoubal,Nature & Scenic |  Adventure / Trekking,Manipur,0,1,https://www.holidify.com/places/thoubal/,3097,0,0,0,0,0,0,1,0,0,1,thoubal,"  A well developed city, Thoubal is a good holiday destination for those looking for a pleasant climate and numerous activities. Thoubal is almost ideal for trekking, hiking and picnics given the abundance in flora and green landscapes as well as the various facilities available here. This city is most famous for the temples and the numerous water bodies all together making it a pretty much perfect getaway which will strike the right balance of urban and a lesser known destination. Just to add in the environment a dash of activity and vibrancy, are the popular bazaars of the town such as the Ningombam Laxmi Bazaar and Athokpam Bazaar."
Kashid,Beach | WIldlife,Maharashtra,1,1,https://www.holidify.com/places/kashid/,5684,0,0,0,0,1,0,0,1,0,0,kashid,"  A Beach town, popular for its white sand and blue seas situated in Konkan region of Maharashtra, Kashid is the perfect destination for a quiet weekend getaway from Mumbai. A soothing and calm place in nature's lap, Kashid is mildly enchanting with its quiet environment and picturesque location. This beach town is known also for its majestic mountains and whispering Casuarinas. A delightful place for those seeking a serene environment, Kashid is has a calm shore that stretches to a vast extent and presents with a spellbound appearance. Kashid's spotless water and clean beach make it one of the most beautiful spots in the nearby areas. A drive through the area in itself is a great experience. Chaul, which lies near Kashid, has many Buddhist caves that are of public interest, and also famous churches and temples. The Korlai Fort is another beautiful attraction here."
Ponmudi,Hill Station | Nature & Scenic | Adventure / Trekking,Kerala,1,1,https://www.holidify.com/places/ponmudi/,1861,0,0,0,1,0,0,1,0,0,1,ponmudi,"  Nestled in the lap of rolling hills of the Western Ghats, enveloped with tea plantations, lush green hills and valleys, waterfalls and streams; Ponmudi is a quaint little town in Trivandrum, Kerala. Trekking and mountain climbing on Agasthayarkoodam, the highest peak in the region is the most popular activity. To get the best of the two worlds, explore the wilderness of the Golden Valley and laze around along the freshwater springs and Kallari River. Don't forget to take a walk through the deer park and the Ponmudi crest. "
Shojha,Hill Station,Himachal Pradesh,1,1,https://www.holidify.com/places/shojha/,2851,0,0,0,1,0,0,0,0,0,0,shojha,"  Shojha is a small village sitting quietly in the middle of wilderness and panorama. Its untouched beauty might be just the thing that you need to relax and unwind. Located amid the Banjar Valley, the village is dotted with several temples made of wood. At a mere distance of 5 Kms from Jalori pass, Shojha has pleasant weather throughout the year. With verdant deodar forest covering the area with snow peaked Himalayas hovering on one side, this village is packed with tourist attractions like fort, lake and waterfall. Do visit this place for treasured memories."
Bakkhali,Beach,West Bengal,1,0,https://www.holidify.com/places/bakkhali/,1177,0,0,0,0,1,0,0,0,0,0,bakkhali,"  Wrapped in the commotion of West Bengal and yet a world in itself, Bakkhali is small beach town located on the West Bengal coast. If you wish to have the perfect beach getaway that doesn't include ear ripping music or just alcohol laden evenings, Bakkhali is the place to be. Beach walks, wind farms, boat rides, islands, cycle rides around town. Bakkhali is the perfect place for an exotic getaway right here."
Tarkali,Beach,West Bengal,1,1,https://www.holidify.com/places/tarkarli/,1925,0,0,0,0,1,0,0,0,0,0,tarkarli,"  Tarkarli is famous for its long and narrow stretch of beach, with its pristine water, white sand, and of course Singhudurg, Maharashtra's popular sea fort. Tarkarli with a series of pristine beaches made up of white sand makes it an ideal choice for a holiday weekend. If lucky enough, you might spot Dolphins too. Tarkarli boasts of the finest talcum-powder sand to be found along Konkan. It could be called the most beautiful beach in all of Maharashtra, if not in India. As this place is just being discovered, you might be in time to find it untarnished by commercialization.   The pristine white beaches shrouded with suru trees are a perfect place to relax, get in touch with nature and eat amazing Malvani food. The choice ranges from a long stroll along pristine white sand beaches to revisiting the past glory of Maratha bastion and forts."
Manas National Park,Wildlife,Assam,1,0,https://www.holidify.com/places/manas-national-park/,3495,0,0,0,0,0,0,0,1,0,0,manas-national-park,"  Manas National Park is a UNESCO Natural World Heritage site, a Project Tiger Reserve, an Elephant Reserve and a Biosphere Reserve in Assam. The only tiger reserve in Assam and also famous for the rare golden langur and the red panda, Manas is one of the best-kept national parks in India.  Manas is recognized not only for its rich biodiversity but also for its spectacular scenery and natural landscape which includes a range of forested hills, alluvial grasslands and tropical evergreen forests. It's home to India's second-largest tiger population. It is also famous for its population of the Wild water buffalo. Manas harbours the maximum number of endangered species from India as listed in the IUCN Red Book.One can easily spot rhinos and tigers while sitting on an elephant. Forest officials arrange rides on elephants from Mathanguri for visitors to Manas. You can see tea pickers going about their job in groups during the tea season. Best time to see activity is October till first week of December and again from mid March onwards."
Patan,Historical & Heritage ,Gujarat,1,0,https://www.holidify.com/places/patan/,1202,1,0,0,0,0,0,0,0,0,0,patan,"  Home to Rani Ka Vav, the latest Indian entrant to the list of UNESCO World Heritage Site, Patan is a treasure trove of architectural gems and ancient temples that has a history dating back to the medieval period. Situated in Gujarat, this place is located at the banks of what are the remains of ancient Saraswati river.  Having been the capital of the state for as many as 650 years in the medieval period, Patan has a lot of historical value and has been a part of the research of archaeologists in the past. Just as it has temples, it also has Dargah and Jain temples. Patan is a spiritual city and strongly believes that it is their Kuldevi and her presence that has kept the town intact and its people happy and growing."
Mandu,Historical & Heritage,Madhya Pradesh,1,0,https://www.holidify.com/places/mandu/,5722,1,0,0,0,0,0,0,0,0,0,mandu,"  Mandu, a city located in the Malwa region of Madhya Pradesh, is the epitome of architectural excellence. This city is testament to the unconditional love between Prince Baz Bahadur and Rani Roopmati. Mandu also boasts of the oldest erected monument of India. The remnants of the ancient city of Mandu is a beautiful place which is rich in history and heritage. The beauty of Mandu is visible in its palaces, monuments and widespread lawns. The beautiful palaces take you back to the era of the kings and the queens. The old palaces are preserved in all their ancient glory, so Mandu seems to jump straight out of an age-old fairytale. "
Lunglei,Nature & Scenic |  Adventure / Trekking,Mizoram,1,1,https://www.holidify.com/places/lunglei/,1948,0,0,0,0,0,0,1,0,0,1,lunglei,"  Literally meaning 'the bridge of rock', Lunglei is famous for its scenic beauty and natural setting. It is a small town, located around 170 km south of Aizawl whose name is derived from a bridge shaped rock found along Nghasih which is a tributary of the river Tlawng. Lunglei is an ideal offbeat destination for those who love natural sightseeing and adventure activities bundled into one. Trekking, bird watching and camping are among the popular activities opted by tourists coming to visit Lunglei. Lunglei is a biodiverse region, home to Thorangtlang Wildlife Sanctuary and Saza Wildlife Sanctuary. While Saza Wildlife Sanctuary is famous for hosting migratory and endemic bird species, Thorangtlang Wildlife Sanctuary is home to several animal species such as leopards, tigers, porcupines and leaf monkeys among many. Visiting the Lunglei Rock Bridge at the Nghasih stream is another popular activity while here. For those looking to learn about the culture and traditions of the region, the Saikuti Hall is a must-visit."
Mokokchung,Nature & Scenic,Nagaland,0,1,https://www.holidify.com/places/mokokchung/,1619,0,0,0,0,0,0,0,0,0,1,mokokchung,"  The most significant urban centre in all of Nagaland after Dimapur and Kohima and the home of Ao Naga. The popular tourist spots in the area include the District Museum, the Town main park, (located just above the Town Center), Unman village (which is regarded as the oldest and largest) and the Ao village. In addition, visitors might also be interested in exploring places like Longkhum, Langpangkong, Mopungchukit and Chuchuyimlang located within the district. Since agriculture constitutes the main occupation in the area, festivals during the sowing and harvesting months are sure to enhance the tourist's experience."
Nubra Valley,Hill Station | Pilgrimage | Nature & Scenic,Ladakh,0,1,https://www.holidify.com/places/nubra-valley/,3334,0,0,1,1,0,0,0,0,0,1,nubra-valley,"  Nubra Valley lies in the union territory of Jammu & Kashmir, at a distance of around 140 Km from Leh. Located on the ancient Silk Route, the valley has Shyok and Nubra river snaking through it and some beautiful monasteries. The region is currently under military supervision because the road further leads to the Siachen base camp, which happens to be the highest battlefield in the world. All foreign nationals need to get protected area permit, and Indian travellers need to obtain an Inner Line Permit to enter the Nubra valley. You need to hand over the photocopies of your travel permits to the soldiers in the Khardung La pass. Most tourists travel to Nubra Valley from Leh through Khardung La.With arid mountains in the backdrop, Nubra Velly is famous for the Bactrian camel rides. Bactrian camels are of the rarest sort, having two humps and were the primary source of transportation in the silk route. It is also famous for its Hippophae shrub, popularly known as Leh Berry. In Diksit, you can buy some lovely Kashmiri or Tibetan artefacts, Pashmina shawls, woollen socks, almonds, apricots, apples and other things that define Kashmir."
Talasari Beach,Beach | Nature & Scenic,Odisha,1,1,https://www.holidify.com/places/talasari-beach/,6211,0,0,0,0,1,0,0,0,0,1,talasari-beach,"  Located in Baleswar district of Odisha and at a distance of 10 Km from Digha, the Talasari beach is pristine, serene and has been bestowed with spectacular panorama.  There are secret beaches, beaches which are beyond the reach of contamination, beaches that refresh our senses and Talasari is one such place. This virgin beach has sand dunes, calmer waves amid several palm trees, coconut trees, cashew trees known to be the last beach on the north eastern coast of India. Talasari gets its name from Tala (rhythm) and Sari (row)- the rhythm formed by a well arrayed lush green belt and golden sands with an occasional red fleck (thanks to the red crabs ambling around) meeting the enormous sea, which is almost melodious. Being a fisherman's paradise, Talasari doesn't experience much tourist rush. There is a concrete structure where fishermen trap their fishes and sell them in a fish market near the beach where you can also find cooked chicken, crabs and fish. You can simply walk across the river bed or enjoy boat rides and high tides the high tides here. Apart from being a sea beach, Talasari also is a river bank of Subornorekha river which flows to merge into the Bay of Bengal."
