City,description,processed_text
Yercaud,"  Nestled in the Shivaroy Hills of Tamil Nadu, Yercaud is a hill station in the Eastern Ghats steeped in abundant greenery. Commonly called ‘Ooty of the Poor’, this region has a history dating back to the time of the British. Located at an altitude of 4970 feet, Yercaud is known for its vast expanses of coffee plantations and great weather. Yercaud lake is the main point of attraction of the region.One of the many highlights is the summer festival that takes place in May. It is dedicated to Lord Servarayan, the supreme god of the ranges and gives visitors a glimpse into the rich heritage of this region.",nestle shivaroy hill tamil nadu yercaud hill station eastern ghats steep abundant greenery commonly call ooty poor region history date back time british locate altitude 4970 feet yercaud know vast expanses coffee plantations great weather yercaud lake main point attraction region one many highlight summer festival take place may dedicate lord servarayan supreme god range give visitors glimpse rich heritage region
Bhedaghat,"  Bhedaghat is known for the Dhuandar Falls (Dhuan means smoke and Dhar means flow), a huge cascade of water that falls from a height of 98 feet. Boating in Bhedaghat especially during the moonlit night would surely make up for an unforgettable experience. The boatmen of these place are storytellers that will tell you about the place in the form of interesting stories.Also regarded as the Marble Rocks of Bhedaghat, this small town has earned a reputation for the massive 100 ft rocks on either side of the Narmada. Bhedaghat is in close proximity of one of the major cities of Madhya Pradesh of Jabalpur The other notable attractions include 64 Yogini Temple and 'Bandar Kudini', a spot where two cliffs are so close to each other that monkeys hop over from one side to another.",bhedaghat know dhuandar fall dhuan mean smoke dhar mean flow huge cascade water fall height 98 feet boat bhedaghat especially moonlit night would surely make unforgettable experience boatmen place storytellers tell place form interest stories also regard marble rock bhedaghat small town earn reputation massive 100 ft rock either side narmada bhedaghat close proximity one major cities madhya pradesh jabalpur notable attractions include 64 yogini temple bandar kudini spot two cliffs close monkey hop one side another
Varkala,"  Varkala is a coastal town in the southern part of Kerala known for the unique 15m high 'Northern Cliff' adjacent to the Arabian Sea. It is popular for its hippie culture, shacks on the cliff serving great seafood and playing global music and the samadhi of Kerala's saint Sree Narayana Guru. Varkala is also known for Jardana Swami Temple, also known as Dakshin Kashi. Varkala has some of the best pristine beaches, hills, lakes, forts, lighthouses, natural fisheries and springs - all of this together makes this town a little paradise. You will also find a lot of shops with signboards in Hebrew selling Yoga mats, oxidised silver jewellery and harem pants made of cotton. Ayurvedic spas, affordable resorts, hostels, clean beaches make it a must-visit city of Kerala.",varkala coastal town southern part kerala know unique 15m high northern cliff adjacent arabian sea popular hippie culture shack cliff serve great seafood play global music samadhi kerala saint sree narayana guru varkala also know jardana swami temple also know dakshin kashi varkala best pristine beach hill lakes fort lighthouses natural fisheries spring together make town little paradise also find lot shop signboards hebrew sell yoga mat oxidise silver jewellery harem pant make cotton ayurvedic spas affordable resort hostels clean beach make must visit city kerala
Poovar,"  Poovar is a small rustic town situated 27 kms from Thiruvananthapuram with unspoilt, unexplored golden sand beaches and beautiful backwaters of Kerala. Also known as a fishing village, the tranquil Poovar island lies between the Arabian Sea and the Neyyar River. Hiring a boat, (especially during the sunset)that will take you through the mangrove forest of backwaters is a must-do activity. The boat ride costs around INR 3000- INR 4000. The town has some of the beautiful resorts and hotels that are known for the hospitality they offer. Poovar beach is secluded and is only accessible by a boat. Swimming is allowed here throughout the year except for the monsoon months",poovar small rustic town situate 27 kms thiruvananthapuram unspoilt unexplored golden sand beach beautiful backwaters kerala also know fish village tranquil poovar island lie arabian sea neyyar river hire boat especially sunset take mangrove forest backwaters must activity boat ride cost around inr 3000 inr 4000 town beautiful resort hotels know hospitality offer poovar beach seclude accessible boat swim allow throughout year except monsoon months
Bekal,"  Located on the west of the Malabar coastline, Bekal is a small town in the Kasargod district of Kerala. It is famous for its beaches, backwaters, forts and some tourists spots. Bekal is home to the largest fortress in Kerala. It's one of the primary landmarks of Kasargod district. Shaped like a giant keyhole, the Bekal fort is bordered by the Arabian on three sides. A set of 45 caves called the Nityanandashram caves, Kappil Beach and Chandragiri fort are few of the other major attractions. Bekal was also selected as one among the top ten travel destinations by Lonely Planet. The nearest airport is at Mangalore while the nearby railway station is in Kanhangad. ",locate west malabar coastline bekal small town kasargod district kerala famous beach backwaters fort tourists spot bekal home largest fortress kerala one primary landmarks kasargod district shape like giant keyhole bekal fort border arabian three side set 45 cave call nityanandashram cave kappil beach chandragiri fort major attractions bekal also select one among top ten travel destinations lonely planet nearest airport mangalore nearby railway station kanhangad
Kollam,"  A treasure trove of natural wonders and historical edifices, Kollam is an enchanting town with backwaters and picturesque landscapes. Located 70kms away from Thiruvananthapuram, Kerala, Kollam is a commercial centre and home to India’s cashew producing industry. Popularly known as Quilon, it is often regarded as the gateway to the backwaters of Kerala. It sits on the bank of the Ashtamudi Lake, hence, cruising along the Alappuzha route is one of the main highlights of the region. With a history dating back to the 9th century, Kollam was a prominent spice trading centre. It is one of the oldest ports in the Arabian Sea that lies on the southwest coast which was frequented by iconic merchants, missionaries and explorers including Marco Polo, Ibn Battuta, Vasco da Gama, Henrique Henriques and many more. Venture the lesser-known path, and this beautiful city on India’s Malabar Coast is sure to enchant you.",treasure trove natural wonder historical edifices kollam enchant town backwaters picturesque landscape locate 70kms away thiruvananthapuram kerala kollam commercial centre home india cashew produce industry popularly know quilon often regard gateway backwaters kerala sit bank ashtamudi lake hence cruise along alappuzha route one main highlight region history date back 9th century kollam prominent spice trade centre one oldest port arabian sea lie southwest coast frequent iconic merchants missionaries explorers include marco polo ibn battuta vasco da gama henrique henriques many venture lesser know path beautiful city india malabar coast sure enchant
Palakkad,"  The quaint town of Palakkad in central Kerala boasts of picturesque landscape, tranquil scenery and clear backwaters. Also known as Palghat, Pallakad is located near a wide low pass in the Western Ghats mountain ranges. Palakkad is the land of Palmyras and Paddy Fields and is famous as the chief granary of Kerala. Palakkad gets its name from pala trees which once dominated the area. This is the area which links Kerala to Tamil Nadu and perhaps does so in a cultural sense too, since the language spoken in the villages here is Tamil, unlike the rest of the state where Malayalam is prevalent. Palakkad is known for the ruins of Tipu Sulthan's Fort, four dams and one of the first amusement parks of Kerala - Fantasy Park. Some other locations that can be visited in the area include the Palakkad Fort, Silent Valley National Park, Pothundy Dam, Jain Temple, Dhoni waterfalls, Walayar Dam etc.",quaint town palakkad central kerala boast picturesque landscape tranquil scenery clear backwaters also know palghat pallakad locate near wide low pass western ghats mountain range palakkad land palmyras paddy field famous chief granary kerala palakkad get name pala tree dominate area area link kerala tamil nadu perhaps cultural sense since language speak villages tamil unlike rest state malayalam prevalent palakkad know ruin tipu sulthan fort four dam one first amusement park kerala fantasy park locations visit area include palakkad fort silent valley national park pothundy dam jain temple dhoni waterfalls walayar dam etc
Thalassery,"  Fondly known as Tellichery, Thalassery is a coastal town of Kerala nestled at the shore of Arabian Sea and immersed in the vibrant culture. Steeped in rich history and heritage, this town was one of the earliest British settlements in the state.  Thalassery owns several credits in its basket when it comes to panoramic views, the reflection of its glorious past and nature's beauty. Apart from being a home to many famous circus owners and artists including Gemini and Bharath, this charming town is also renowned for its bakeries. One can witness several bakeries in the region exhibiting the sweet tooth of the inhabitants. Besides all this, Thalassery also showcases the relics of the past left behind with all grace and poise. The place is a paradise for history buffs and nature lovers. Make sure you make the most of the trip which will leave no leaf unturned to enchant you.",fondly know tellichery thalassery coastal town kerala nestle shore arabian sea immerse vibrant culture steep rich history heritage town one earliest british settlements state thalassery own several credit basket come panoramic view reflection glorious past nature beauty apart home many famous circus owners artists include gemini bharath charm town also renowned bakeries one witness several bakeries region exhibit sweet tooth inhabitants besides thalassery also showcases relics past leave behind grace poise place paradise history buff nature lovers make sure make trip leave leaf unturned enchant
Nelliyampathy,"  With plenty of unexplored treasures, Nelliyampathy is a hill station located near the Kerala and Tamil Nadu border offering bounty of nature and lush green surroundings of tea, coffee and cardamom plantations. The town is also ornamented with a variety of flora, fauna and picturesque tourist attractions.  A perfect place for eco-tourism and romantic holidays, the region comprises of peaks of altitude ranging from 500m to 1600m providing an incredible trekking trail for adventure buffs. Apart from this, Nenmara Vellanghy vela take place in the month of April. It is one of the most colourful festivals celebrated on the shores of Kerala with great vigour and enthusiasm. Bestowed with the best of all the elements, Nelliyampathy is a perfect getaway for all kind for vacationers.",plenty unexplored treasure nelliyampathy hill station locate near kerala tamil nadu border offer bounty nature lush green surround tea coffee cardamom plantations town also ornament variety flora fauna picturesque tourist attractions perfect place eco tourism romantic holiday region comprise peak altitude range 500m 1600m provide incredible trek trail adventure buff apart nenmara vellanghy vela take place month april one colourful festivals celebrate shore kerala great vigour enthusiasm bestow best elements nelliyampathy perfect getaway kind vacationers
Vythiri,"  62 kms off Kozhikode is Vythiri, a popular resort town famous for its old world charm of cottages, log huts & tree house accommodations cosily nestled in the forests of Wayanad. Situated at an altitude of 700 metres, Vythiri in Wayanad comprises of 18 villages. Vythiri is an ideal tourist destination with little cottages and resorts ornamenting its pleasant surroundings. It is the place to be in if one wants to step back a little into the past and experience the simpler cottage life while having the urban and modern facilities available on demand to create a truly enjoyable experience. The Pookot Lake, Chembara Peak, Soojipara & Meenmutty Falls and theÊMuthangaWildlife Sanctuary are its major attractions.",62 kms kozhikode vythiri popular resort town famous old world charm cottages log huts tree house accommodations cosily nestle forest wayanad situate altitude 700 metres vythiri wayanad comprise 18 villages vythiri ideal tourist destination little cottages resort ornament pleasant surround place one want step back little past experience simpler cottage life urban modern facilities available demand create truly enjoyable experience pookot lake chembara peak soojipara meenmutty fall muthangawildlife sanctuary major attractions
Nilambur,"  Enriched with raw nature, a unique blend of culture, exquisite art forms and shadows of colonial rule, Nilambur is located in Malappuram District of Kerala. Nestled at the bank of Chaliyar River in proximity to Nilgiri Range, this small town is popularly known as 'Land of Teak Plantations'. Blessed with vibrant shades of natural beauty, the region is clustered with exotic wildlife and showcases vivid illustrations of past through several royal residencies. Nilambur, covered under vast tracks of the forest has many kinds of wood mushrooming around other than teak. Venteak, rosewood and mahogany are the other few types of wood that flourish in the area. Pleasant weather is the last thread that makes this town a perfect destination for all kind of vacation makers.Nilambur boasts of a colonial influence backed by vast stretches of rainforests, gushing waterfalls, royal mansions and ancient tribal settlements. There are plenty of sightseeing options in and around Nilambur. This includes Conolly’s Plot, The Teak Museum, Vellamthode Falls and Adyanpara Falls. The much-revered Kovilakam Temple attracts thousands of devotees every year.",enrich raw nature unique blend culture exquisite art form shadow colonial rule nilambur locate malappuram district kerala nestle bank chaliyar river proximity nilgiri range small town popularly know land teak plantations bless vibrant shade natural beauty region cluster exotic wildlife showcases vivid illustrations past several royal residencies nilambur cover vast track forest many kinds wood mushroom around teak venteak rosewood mahogany type wood flourish area pleasant weather last thread make town perfect destination kind vacation makers nilambur boast colonial influence back vast stretch rainforests gush waterfalls royal mansions ancient tribal settlements plenty sightsee options around nilambur include conolly plot teak museum vellamthode fall adyanpara fall much revere kovilakam temple attract thousands devote every year
Kalpetta,"  Kalpetta is a quaint town with a backdrop of majestic hills lurking in the shadows, lush green surroundings, fresh air and picturesque beauty. Housed in the Wayanad District of Kerala, at a height of 780 m above the sea level, Kalpetta is a perfect place for nature lovers as well as honeymooners. Encompassed with a mild fragrance of coffee and rustic lanes, the town is blessed with beautiful nature with scenic landscapes. It is also one of the major trading centres in Wayanad. Dotted ith ancient temples, Kalpetta has a stronghold on Jain communities with over 500 settlements in and around the region. Blessed with all the necessary elements of beauty, nature and charming romanticism, this sleepy town is a must on your Kerala itinerary.",kalpetta quaint town backdrop majestic hill lurk shadow lush green surround fresh air picturesque beauty house wayanad district kerala height 780 sea level kalpetta perfect place nature lovers well honeymooners encompass mild fragrance coffee rustic lanes town bless beautiful nature scenic landscape also one major trade centre wayanad dot ith ancient temples kalpetta stronghold jain communities 500 settlements around region bless necessary elements beauty nature charm romanticism sleepy town must kerala itinerary
Muthanga Wildlife Sanctuary,"  Known to be the second largest wildlife sanctuary in Wayanad, the area is home to a large variety of wild animals. This sanctuary is a part of the Nilgiri Bioreserve along with Nagarhole and Bandipur area of Karnataka. Promising an endearing view with plenty of experiences, the sanctuary has been declared a Project Elephant site. You can spot these animals roaming around freely if you drive along the road. Being a dense forest situated amidst the hills of western ghats, the kind of animals you can spot here would include Indian Bison, tigers, elephants, and deer, Panthers, jungle cats, civet cats, monkey, wild dogs and bears. With the natural landscape and the wildlife it harbous, the sanctuary attracts photographers and wildlife enthusiats.  ",know second largest wildlife sanctuary wayanad area home large variety wild animals sanctuary part nilgiri bioreserve along nagarhole bandipur area karnataka promise endear view plenty experience sanctuary declare project elephant site spot animals roam around freely drive along road dense forest situate amidst hill western ghats kind animals spot would include indian bison tigers elephants deer panthers jungle cat civet cat monkey wild dog bear natural landscape wildlife harbous sanctuary attract photographers wildlife enthusiats
Kannur,"  Located on the Malabar Coast of Kerala, Kannur (fondly known as Cannanore), is a beautiful city bundled with a plethora of sightseeing options like beaches, monuments, ancient temples and picnic spots. Steeped in the distinctive local art forms like Theyyam, Kannur still has an aura of the bygone colonial era. The deep footprints of the Dutch, the Portuguese, the British and the Mysore Sultanate are still imbibed into the town and can be witnessed all around. The town blessed with exceptional art of weaving that has earned it the title of the land of loons and huge cashew trees perhaps rooted by Portuguese. Take an evening stroll near the lighthouse beach or explore the Portuguese history at St. Angelo's Fort while you are in Kannur.",locate malabar coast kerala kannur fondly know cannanore beautiful city bundle plethora sightsee options like beach monuments ancient temples picnic spot steep distinctive local art form like theyyam kannur still aura bygone colonial era deep footprints dutch portuguese british mysore sultanate still imbibe town witness around town bless exceptional art weave earn title land loons huge cashew tree perhaps root portuguese take even stroll near lighthouse beach explore portuguese history st angelo fort kannur
Sanchi,"  Located in Madhya Pradesh, the Buddhist monuments of Sanchi are one of the oldest stone structures in India. Designated a World Heritage site by UNESCO, the Great Stupa was installed in the 3rd century BC by Emperor Ashoka of the Mauryan dynasty. The sculptures and monuments present at the site are a fine example of the development of Buddhist art and architecture in Madhya Pradesh. The stupa sits atop a hill in Sanchi, 46 km from the city of Bhopal. This large hemispherical dome, more than 50 ft high with a diameter of more than 30m was constructed to honour Lord Buddha and houses many important Buddhist relics. It is meant to serve as a sacred burial mound for the distributed remains of Lord Buddha. Sanchi is known for its ancient Stupas, monasteries, the Ashoka Pillar, Toranas or ornate gateways with intricate carvings and other remnants of the rich Buddhist culture which date back to the 3rd century B. C. It is one of the most important places for Buddhist pilgrimage and pilgrims from around the world visit this place.",locate madhya pradesh buddhist monuments sanchi one oldest stone structure india designate world heritage site unesco great stupa instal 3rd century bc emperor ashoka mauryan dynasty sculpture monuments present site fine example development buddhist art architecture madhya pradesh stupa sit atop hill sanchi 46 km city bhopal large hemispherical dome 50 ft high diameter 30m construct honour lord buddha house many important buddhist relics mean serve sacred burial mound distribute remain lord buddha sanchi know ancient stupas monasteries ashoka pillar toranas ornate gateways intricate carve remnants rich buddhist culture date back 3rd century b c one important place buddhist pilgrimage pilgrims around world visit place
Ujjain,"  Ujjain, considered to be one of the holiest cities of India, is an ancient city situated on the eastern bank of the Shipra River in the Malwa region of Madhya Pradesh. Ujjain is one of the four sites for the Kumbh Mela, the largest peace-time gathering on the planet that attracts 100 million people to the festival. This makes Ujjain an important place of Hindu Pilgrimage. To add to that, it is also home to the Mahakaleshwar Jyotirlinga, one of the twelve Jyotirlinga shrines to the god Shiva. Ujjain is one of the most glorious cities of ancient India as it was also known to be the educational hub of various Indian scholars. The immense wealth of Ujjain in terms of religion, architecture, and educational value makes this is a top attraction amongst not only Indian travellers but also amongst foreign tourists as well. Ujjain is located at a distance of 52 km from Indore, which is also the nearest major airport.",ujjain consider one holiest cities india ancient city situate eastern bank shipra river malwa region madhya pradesh ujjain one four sit kumbh mela largest peace time gather planet attract 100 million people festival make ujjain important place hindu pilgrimage add also home mahakaleshwar jyotirlinga one twelve jyotirlinga shrine god shiva ujjain one glorious cities ancient india also know educational hub various indian scholars immense wealth ujjain term religion architecture educational value make top attraction amongst indian travellers also amongst foreign tourists well ujjain locate distance 52 km indore also nearest major airport
Amaravathi,"  Known as the Capital of Andhra Pradesh, Amaravathi is a planned city on the banks of the River Krishna. Amaravathi is renowned for being a site of a Buddhist Stupa that is a semi-hemispherical structure containing Buddhist relics and often called the Abode of God.  Located 32 kilometres north of Guntur District, Amaravati is a prime hub of pilgrimage and sightseeing. The original structure was established during the reign of Emperor Ashoka which is now a meditation site in the city. Being built on a 217km riverfront, the city is designed to have 51% of green spaces. Its foundation stone was laid on 22 October 2015 by prime Minister Narendra Modi. After the separation into two states in the year 2014, Hyderabad was declared the capital city of the then newly formed state Telangana. It led to Amaravathi being chosen as the Capital of Andhra Pradesh. The word Amaravathi in itself was derived from the ancient capital of Satavahana dynasty. Pilgrims visit this town almost throughout the year owing to the number of temples and shrines that adorn the little town in different parts. ",know capital andhra pradesh amaravathi plan city bank river krishna amaravathi renowned site buddhist stupa semi hemispherical structure contain buddhist relics often call abide god locate 32 kilometres north guntur district amaravati prime hub pilgrimage sightsee original structure establish reign emperor ashoka meditation site city build 217km riverfront city design 51 green space foundation stone lay 22 october 2015 prime minister narendra modi separation two state year 2014 hyderabad declare capital city newly form state telangana lead amaravathi choose capital andhra pradesh word amaravathi derive ancient capital satavahana dynasty pilgrims visit town almost throughout year owe number temples shrine adorn little town different part
Araku Valley,"  Araku Valley is a comparatively unexplored hill station mostly visited by locals as a weekend getaway and is situated some 120 kilometres away from Vishakhapatnam. If you're a tourist looking for exclusivity and tranquillity, Vistadome train leaves Vishakhapatnam at 6.50 AM, making way through 58 tunnels and passing over 84 bridges making way through the breathtaking landscape to reach Araku in approximately in 5 hours, go, catch that! Located in the gentle hills of Eastern Ghats, Araku Valley is also home to a number of tribes as well. This valley is also home to a few tribal caves and the Museum of Tribal Arts, which are an experience in their own right. This destination is quite famous for its exquisite coffee, whose subtle aroma will have you craving for a cuppa. In addition to being a beautiful vista point, you can also try your hand at a number of adventure sports here, which include trekking and swimming as well. If a holiday to the hills is your call but you think you've seen it all, maybe you should to wait till you visit this one.",araku valley comparatively unexplored hill station mostly visit locals weekend getaway situate 120 kilometres away vishakhapatnam tourist look exclusivity tranquillity vistadome train leave vishakhapatnam 6 50 make way 58 tunnel pass 84 bridge make way breathtaking landscape reach araku approximately 5 hours go catch locate gentle hill eastern ghats araku valley also home number tribes well valley also home tribal cave museum tribal arts experience right destination quite famous exquisite coffee whose subtle aroma crave cuppa addition beautiful vista point also try hand number adventure sport include trek swim well holiday hill call think see maybe wait till visit one
Ananthagiri Hills,"  Set amid the Eastern Ghats, Ananthagiri Hills is a beautiful retreat 90km away from Hyderabad city. One of the earliest human habitat areas, Ananthagiri is a hill town of ancient caves, temples, medieval fort palaces that showcases the history of the area. The place offers some of the best trekking trails and thus serves as a trekker's paradise. Breathtakingly gorgeous and absolutely scintillating, the town oozes out charm mixed with the whiff of coffee aroma and beauty of exotic flora. With romanticism in every aspect of the region, it is a perfect place for honeymooners as well as family vacationers.",set amid eastern ghats ananthagiri hill beautiful retreat 90km away hyderabad city one earliest human habitat areas ananthagiri hill town ancient cave temples medieval fort palaces showcases history area place offer best trek trail thus serve trekker paradise breathtakingly gorgeous absolutely scintillate town ooze charm mix whiff coffee aroma beauty exotic flora romanticism every aspect region perfect place honeymooners well family vacationers
Vijayawada,"  Nestled on the banks of River Krishna in the state of Andhra Pradesh, Vijayawada is the second-largest populated city in the state. Known as the ‘commercial, political and media capital of Andhra Pradesh’, the city is one of the most rapidly growing urban cities in India. Covered by hills and canals, Vijayawada is also home to numerous caves and rock-cut temples carved out of these caves. Vijayawada is an amalgamation of the old world and the new; the air echoes with the clanking of temple bells mixed with the cacophony of traffic, the ancient monuments stand in perfect harmony with the modern architecture of the metro city. Among the most popular places to visit in Vijayawada are Bhavani Island, Victoria Museum, Hazratbal Mosque, Rajiv Gandhi Park, and Kolleru Lake etc., in addition to the host of temples and several caves. Other than this, the city is mostly a base to explore the nearby attractions like the Undavalli Caves, Kondapalli Fort, and Mangalagiri Hill etc. ",nestle bank river krishna state andhra pradesh vijayawada second largest populate city state know commercial political media capital andhra pradesh city one rapidly grow urban cities india cover hill canal vijayawada also home numerous cave rock cut temples carve cave vijayawada amalgamation old world new air echo clank temple bell mix cacophony traffic ancient monuments stand perfect harmony modern architecture metro city among popular place visit vijayawada bhavani island victoria museum hazratbal mosque rajiv gandhi park kolleru lake etc addition host temples several cave city mostly base explore nearby attractions like undavalli cave kondapalli fort mangalagiri hill etc
Gandikota,"  Endearingly known as the ‘Grand Canyon of India’, Gandikota is a twee village in Kadapa district of Andhra Pradesh. Flanked by River Pennar on the right side, the village is popular for the spectacular gorges formed by the river cutting through Erramala Hills. The narrow valleys with streams running between them and the steep rocky walls to give them company remind one of the renowned Grand Canyon in Arizona. It requires a walk of almost a kilometre from the main gate to reach the boulder from where you can observe the mesmerising view from the viewpoint near the fort. Located 1.5 hours away from Belum Caves, the highlight of the village of Gandikota are the ruins of Gandikota Fort which was built in the 13th Century. The sturdy fort is flanked by the Pennar gorges on both sides and is protected by a majestic 5-mile wall. Built in red sandstone, the fort boasts of beautiful, intricate carvings in the interior. It also offers sweeping views of the hills and valleys below. In addition to a granary, jail and ruins of some temples, there are several structures within the fort that you can visit. Source",endearingly know grand canyon india gandikota twee village kadapa district andhra pradesh flank river pennar right side village popular spectacular gorge form river cut erramala hill narrow valleys stream run steep rocky wall give company remind one renowned grand canyon arizona require walk almost kilometre main gate reach boulder observe mesmerise view viewpoint near fort locate 1 5 hours away belum cave highlight village gandikota ruin gandikota fort build 13th century sturdy fort flank pennar gorge side protect majestic 5 mile wall build red sandstone fort boast beautiful intricate carve interior also offer sweep view hill valleys addition granary jail ruin temples several structure within fort visit source
Anantapur,"  Anantapuram is the headquarters of Anantapur District in the Indian state of Andhra Pradesh. Anantapuram is not a cosmopolitan city. Neither is it a village. It is one of those towns in transition, that is at the confluence of the past and the future. Anantapuram reverberates with flashes of India's glorious history and the true ethnic traditions and values of India. Interestingly, Anantapur receives the second-lowest rainfall in India. Anantapur has seen the rule of many empires, but the Vijayanagar Empire has had a greater impact on it. It is said that the place has derived its name from 'Anaatasagaram', a big tank, which translates into 'Endless Ocean'. Chikkavodeya, the minister of the Vijayanagar King, Bukka-I constructed the town of Anaatasagaram and Bukkarayasamudram.",anantapuram headquarter anantapur district indian state andhra pradesh anantapuram cosmopolitan city neither village one towns transition confluence past future anantapuram reverberate flash india glorious history true ethnic traditions value india interestingly anantapur receive second lowest rainfall india anantapur see rule many empires vijayanagar empire greater impact say place derive name anaatasagaram big tank translate endless ocean chikkavodeya minister vijayanagar king bukka construct town anaatasagaram bukkarayasamudram
Guntur,"  Known as the Land of Chillies, Guntur is famous for its massive chilli market yard in Asia. It is the third most populous town in Andhra Pradesh located at a distance of 30kms from the newly coined capital Amaravathi. With a busy industrial scenario, Guntur forms part of the prominent Vishakhapatnam-Guntur Industrial corridor. It is also renowned as a textile and transport hub in India. Once home to numerous great dynasties, the city also takes credit in housing the only Buddhist pilgrimage site in South India - the Nagarjunakonda, and the captivating relics of Amravati Caves. Today, it is more known for its industrial growth in exports of chilli products around the globe. An ideal weekend getaway from Hyderabad, Guntur is sure to entice the history buff and the industry expert in you.",know land chillies guntur famous massive chilli market yard asia third populous town andhra pradesh locate distance 30kms newly coin capital amaravathi busy industrial scenario guntur form part prominent vishakhapatnam guntur industrial corridor also renowned textile transport hub india home numerous great dynasties city also take credit house buddhist pilgrimage site south india nagarjunakonda captivate relics amravati cave today know industrial growth export chilli products around globe ideal weekend getaway hyderabad guntur sure entice history buff industry expert
Kurnool,"  A place of much historical value with beautiful surrounding areas, Kurnool, is a small town in Andhra Pradesh where much of history left its imprints. The city also is known as The Gateway of Rayalaseema. Kurnool has in its domain remains of the palace of Gopal Raju (the last Hindu king), ruins of a medieval fort built by Vijaynagar Empire having ancient Persian and Arabic inscriptions and the summer palace built by Kurnool rulers during the 16th century.Kurnool is derived from the names Kandanavolu or Kandanolu, which used to be a crossing across Tungabadra river where the caravans were believed to have greased the tires. The Belum Caves have historical importance in the city as well as the Ketavaram rock paintings which are dated back to the Paleolithic era.",place much historical value beautiful surround areas kurnool small town andhra pradesh much history leave imprint city also know gateway rayalaseema kurnool domain remain palace gopal raju last hindu king ruin medieval fort build vijaynagar empire ancient persian arabic inscriptions summer palace build kurnool rulers 16th century kurnool derive name kandanavolu kandanolu use cross across tungabadra river caravan believe grease tire belum cave historical importance city well ketavaram rock paint date back paleolithic era
Nellore,"  Nellore is a beautiful city lying on the banks of River Penna, a Municipal Corporation in the South Indian state of Andhra Pradesh. Anciently known as Vikrama Simhapuri, it derived its name from ""Nelluru"", a combination of Tamil words ""Nel"" and ""Ooru"" where Nel stands for Paddy and Ooru means Place. This city, situated on the banks of the Penne River is known for its rich agriculture and has been an exporter of Rice, Sugar cane and cane based products, prawns, shrimps and a varied set of crops. It is the 6th most populous city in Andhra Pradesh, also, holding its position as the administrative headquarter of Sri Potti Sri Ramulu Nellore District. Even though a large percent of its population is rural and dependent on agriculture, it is witnessing an increase in the number of Educational institutions and businesses, helping it gain a new found stature as a city. The city is also home to several significant temples that witness a large number of devotees throughout the year.",nellore beautiful city lie bank river penna municipal corporation south indian state andhra pradesh anciently know vikrama simhapuri derive name nelluru combination tamil word nel ooru nel stand paddy ooru mean place city situate bank penne river know rich agriculture exporter rice sugar cane cane base products prawn shrimp vary set crop 6th populous city andhra pradesh also hold position administrative headquarter sri potti sri ramulu nellore district even though large percent population rural dependent agriculture witness increase number educational institutions businesses help gain new find stature city city also home several significant temples witness large number devote throughout year
Rajahmundry,"  Located on the banks of River Godavari in Andhra Pradesh, and officially known Rajamahendravaram, Rajahmundry is the biggest city of the East and the West Godavari District in the state. Touted to be one of the oldest cities in India, Rajahmundry was founded in the 19th century by the Chalukya King- Raja Raja Narendra.  This Cultural Capital of Andhra Pradesh is also referred to as the 'born city' as it is believed to be the birth city of Telugu language. Touring along river Godavari and relishing the scenic landscapes is the prime attraction at Rajahmundry that draws in tourists from far and wide. Rajahmundry is primarily known to be a pilgrimage spot for Hindus, owing to the presence of several places of worship, the most famous of which is the Sri Veerabhadra Swamy Temple. The River Godavari is considered a sacred river other than being a significant spot of tourism. The Pushkara ghats, located along the river, is where the grand Pushkara festivals are held every 12 years. Sometimes referred to as Southern Bombay, Rajahmundry is also a prominent textile hub. Alluring landscapes, primitive temples, and the Godavari river cruise - the heart of this historic land are as pristine as its environment.",locate bank river godavari andhra pradesh officially know rajamahendravaram rajahmundry biggest city east west godavari district state tout one oldest cities india rajahmundry found 19th century chalukya king raja raja narendra cultural capital andhra pradesh also refer bear city believe birth city telugu language tour along river godavari relish scenic landscape prime attraction rajahmundry draw tourists far wide rajahmundry primarily know pilgrimage spot hindus owe presence several place worship famous sri veerabhadra swamy temple river godavari consider sacred river significant spot tourism pushkara ghats locate along river grand pushkara festivals hold every 12 years sometimes refer southern bombay rajahmundry also prominent textile hub allure landscape primitive temples godavari river cruise heart historic land pristine environment
